	i	j	d	f	o	n
4343	1	30	4	30	0.55372895	1.22E-19
4344	1	30	4	31	0.350350803	5.88E-08
4345	1	30	4	32	0.277546871	2.21E-05
4346	1	30	4	33	0.485999833	7.38E-15
4347	1	30	4	34	0.374337371	5.82E-09
4348	1	30	4	35	0.216343157	0.001036303
4349	1	30	4	36	0.135393189	0.04154629
4350	1	30	4	37	-0.169275574	0.010625573
4351	1	30	4	38	-0.185458507	0.005060657
4352	1	30	5	6	0.612354543	9.41E-25
4353	1	30	5	7	-0.013022933	0.845286991
4354	1	30	5	8	0.79483075	1.03E-50
4355	1	30	5	9	0.347677906	7.53E-08
4356	1	30	5	10	0.346246399	8.58E-08
4357	1	30	5	11	0.692474813	9.51E-34
4358	1	30	5	12	0.000847806	0.989864773
4359	1	30	5	13	-0.031413451	0.637787335
4360	1	30	5	14	-0.833201303	8.16E-60
4361	1	30	5	15	0.343901317	1.06E-07
4362	1	30	5	16	0.346334776	8.51E-08
4363	1	30	5	17	0.692009805	1.09E-33
4364	1	30	5	18	0.30660352	2.50E-06
4365	1	30	5	19	0.298867422	4.58E-06
4366	1	30	5	20	0.571399431	4.50E-21
4367	1	30	5	21	-0.383778498	2.22E-09
4368	1	30	5	22	-0.376384091	4.73E-09
4369	1	30	5	23	-0.941043724	6.92E-108
4370	1	30	5	24	0.3059299	2.64E-06
4371	1	30	5	25	0.297015095	5.28E-06
4372	1	30	5	26	0.570304991	5.55E-21
4373	1	30	5	27	0.391386624	9.98E-10
4374	1	30	5	28	0.348272081	7.13E-08
4375	1	30	5	29	0.728956855	6.74E-39
4376	1	30	5	30	0.417288074	5.61E-11
4377	1	30	5	31	0.156400866	0.018376816
4378	1	30	5	32	0.777205266	3.70E-47
4379	1	30	5	33	0.424406408	2.43E-11
4380	1	30	5	34	0.372470662	7.02E-09
4381	1	30	5	35	0.763473228	1.32E-44
4382	1	30	5	36	0.398750362	4.51E-10
4383	1	30	5	37	-0.257694509	8.58E-05
4384	1	30	5	38	-0.411713234	1.06E-10
4385	1	30	6	9	0.37084368	8.25E-09
4386	1	30	6	10	0.380816421	3.01E-09
4387	1	30	6	11	0.550347039	2.25E-19
4388	1	30	6	12	-0.102837881	0.122357362
4389	1	30	6	13	-0.146664893	0.027140434
4390	1	30	6	14	-0.539743298	1.46E-18
4391	1	30	6	15	0.373760292	6.17E-09
4392	1	30	6	16	0.382528593	2.53E-09
4393	1	30	6	17	0.55182951	1.72E-19
4394	1	30	6	18	0.283792216	1.41E-05
4395	1	30	6	19	0.264694404	5.38E-05
4396	1	30	6	20	0.442682167	2.60E-12
4397	1	30	6	21	-0.31802861	9.94E-07
4398	1	30	6	22	-0.316244757	1.15E-06
4399	1	30	6	23	-0.606077092	3.73E-24
4400	1	30	6	24	0.280361897	1.81E-05
4401	1	30	6	25	0.261521481	6.66E-05
4402	1	30	6	26	0.443751392	2.27E-12
4403	1	30	7	9	0.132303213	0.046469271
4404	1	30	7	10	0.132720399	0.045777386
4405	1	30	7	11	0.024163537	0.717274729
4406	1	30	7	12	-0.119514444	0.072308196
4407	1	30	7	13	-0.134297285	0.043239578
4408	1	30	7	14	0.086538322	0.193919317
4409	1	30	7	15	0.144800321	0.029175972
4410	1	30	7	16	0.146062954	0.027783832
4411	1	30	7	17	0.02540771	0.703385858
4412	1	30	7	18	0.089285102	0.180093242
4413	1	30	7	19	0.089292485	0.180057082
4414	1	30	7	20	0.023078117	0.729467923
4415	1	30	7	21	-0.158685587	0.01671936
4416	1	30	7	22	-0.151143019	0.02274276
4417	1	30	7	23	0.057302103	0.390184205
4418	1	30	7	24	0.091766064	0.168243003
4419	1	30	7	25	0.092194325	0.166257673
4420	1	30	7	26	0.026880782	0.687068305
4421	1	30	8	9	0.285964877	1.21E-05
4422	1	30	8	10	0.292842349	7.24E-06
4423	1	30	8	11	0.650692414	1.02E-28
4424	1	30	8	12	0.038556196	0.563321073
4425	1	30	8	13	0.008678968	0.89653288
4426	1	30	8	14	-0.706735795	1.15E-35
4427	1	30	8	15	0.287437031	1.08E-05
4428	1	30	8	16	0.293665039	6.81E-06
4429	1	30	8	17	0.656811273	2.09E-29
4430	1	30	8	18	0.219037008	0.000892648
4431	1	30	8	19	0.207602432	0.001661364
4432	1	30	8	20	0.49797671	1.25E-15
4433	1	30	8	21	-0.259681153	7.53E-05
4434	1	30	8	22	-0.252074936	0.000123484
4435	1	30	8	23	-0.804689124	7.42E-53
4436	1	30	8	24	0.216941457	0.001002675
4437	1	30	8	25	0.205386327	0.001867057
4438	1	30	8	26	0.500622894	8.40E-16
4439	1	31	3	6	0.37615432	3.54E-09
4440	1	31	3	7	0.080658647	0.221992956
4441	1	31	3	8	0.336288857	1.63E-07
4442	1	31	3	9	0.539727539	7.29E-19
4443	1	31	3	10	0.536334213	1.32E-18
4444	1	31	3	11	0.442942662	1.61E-12
4445	1	31	3	12	-0.386338959	1.22E-09
4446	1	31	3	13	-0.429449181	8.77E-12
4447	1	31	3	14	-0.431029942	7.22E-12
4448	1	31	3	15	0.532337791	2.64E-18
4449	1	31	3	16	0.536229878	1.34E-18
4450	1	31	3	17	0.428159753	1.03E-11
4451	1	31	3	18	0.480833829	9.10E-15
4452	1	31	3	19	0.469601724	4.52E-14
4453	1	31	3	20	0.418057295	3.46E-11
4454	1	31	3	21	-0.645556899	1.26E-28
4455	1	31	3	22	-0.646574409	9.71E-29
4456	1	31	3	23	-0.439509844	2.50E-12
4457	1	31	3	24	0.47978024	1.06E-14
4458	1	31	3	25	0.467259549	6.26E-14
4459	1	31	3	26	0.411203361	7.72E-11
4460	1	31	3	27	0.553447338	6.14E-20
4461	1	31	3	28	0.431964516	6.43E-12
4462	1	31	3	29	0.260886956	5.99E-05
4463	1	31	3	30	0.619934075	6.42E-26
4464	1	31	3	31	0.276810834	1.97E-05
4465	1	31	3	32	0.394991253	4.79E-10
4466	1	31	3	33	0.587286456	8.24E-23
4467	1	31	3	34	0.375031141	3.97E-09
4468	1	31	3	35	0.337510448	1.46E-07
4469	1	31	3	36	0.211867389	0.00119743
4470	1	31	3	37	-0.207098464	0.001551193
4471	1	31	3	38	-0.268913768	3.45E-05
4472	1	31	4	6	0.342528602	9.29E-08
4473	1	31	4	7	0.157767654	0.016399462
4474	1	31	4	8	0.274658565	2.30E-05
4475	1	31	4	9	0.485484201	4.61E-15
4476	1	31	4	10	0.491893081	1.77E-15
4477	1	31	4	11	0.350917045	4.26E-08
4478	1	31	4	12	-0.354238736	3.11E-08
4479	1	31	4	13	-0.424452673	1.61E-11
4480	1	31	4	14	-0.217244377	0.000888314
4481	1	31	4	15	0.483197214	6.45E-15
4482	1	31	4	16	0.494401272	1.21E-15
4483	1	31	4	17	0.342646664	9.19E-08
4484	1	31	4	18	0.418923465	3.13E-11
4485	1	31	4	19	0.412703152	6.49E-11
4486	1	31	4	20	0.332097757	2.37E-07
4487	1	31	4	21	-0.522477295	1.40E-17
4488	1	31	4	22	-0.518275622	2.80E-17
4489	1	31	4	23	-0.238634711	0.000251939
4490	1	31	4	24	0.419429938	2.94E-11
4491	1	31	4	25	0.41345984	5.94E-11
4492	1	31	4	26	0.328956173	3.13E-07
4493	1	31	4	27	0.530944689	3.35E-18
4494	1	31	4	28	0.449532179	6.86E-13
4495	1	31	4	29	0.159663327	0.01513587
4496	1	31	4	30	0.553543218	6.03E-20
4497	1	31	4	31	0.350676521	4.36E-08
4498	1	31	4	32	0.262014225	5.55E-05
4499	1	31	4	33	0.484481335	5.34E-15
4500	1	31	4	34	0.37682969	3.30E-09
4501	1	31	4	35	0.198316487	0.00246235
4502	1	31	4	36	0.131652689	0.045629855
4503	1	31	4	37	-0.168669859	0.010226387
4504	1	31	4	38	-0.182548374	0.005388105
4505	1	31	5	6	0.611991748	3.95E-25
4506	1	31	5	7	-0.015944871	0.809522766
4507	1	31	5	8	0.801937867	3.82E-53
4508	1	31	5	9	0.329285737	3.04E-07
4509	1	31	5	10	0.327632953	3.51E-07
4510	1	31	5	11	0.676637523	2.80E-32
4511	1	31	5	12	0.012709372	0.84764382
4512	1	31	5	13	-0.011529357	0.861640494
4513	1	31	5	14	-0.837801989	4.07E-62
4514	1	31	5	15	0.324831022	4.47E-07
4515	1	31	5	16	0.327824072	3.45E-07
4516	1	31	5	17	0.676244073	3.13E-32
4517	1	31	5	18	0.291375068	6.71E-06
4518	1	31	5	19	0.284255909	1.15E-05
4519	1	31	5	20	0.566562118	5.18E-21
4520	1	31	5	21	-0.38224844	1.88E-09
4521	1	31	5	22	-0.374866493	4.04E-09
4522	1	31	5	23	-0.942944882	2.35E-111
4523	1	31	5	24	0.290215194	7.33E-06
4524	1	31	5	25	0.282147757	1.34E-05
4525	1	31	5	26	0.565182361	6.75E-21
4526	1	31	5	27	0.393685805	5.53E-10
4527	1	31	5	28	0.357308358	2.31E-08
4528	1	31	5	29	0.735218986	1.51E-40
4529	1	31	5	30	0.401513243	2.33E-10
4530	1	31	5	31	0.151949282	0.020869759
4531	1	31	5	32	0.779791592	1.78E-48
4532	1	31	5	33	0.410214744	8.66E-11
4533	1	31	5	34	0.36208545	1.45E-08
4534	1	31	5	35	0.767407303	4.27E-46
4535	1	31	5	36	0.400927599	2.48E-10
4536	1	31	5	37	-0.255796913	8.41E-05
4537	1	31	5	38	-0.413720878	5.76E-11
4538	1	31	6	9	0.364033581	1.20E-08
4539	1	31	6	10	0.373731691	4.54E-09
4540	1	31	6	11	0.543791264	3.54E-19
4541	1	31	6	12	-0.097240014	0.140644085
4542	1	31	6	13	-0.137854553	0.03627344
4543	1	31	6	14	-0.540443315	6.42E-19
4544	1	31	6	15	0.366526177	9.38E-09
4545	1	31	6	16	0.375538463	3.77E-09
4546	1	31	6	17	0.545193735	2.76E-19
4547	1	31	6	18	0.273311716	2.53E-05
4548	1	31	6	19	0.254800132	8.99E-05
4549	1	31	6	20	0.430846662	7.39E-12
4550	1	31	6	21	-0.318345919	7.76E-07
4551	1	31	6	22	-0.316448218	9.09E-07
4552	1	31	6	23	-0.604595812	2.05E-24
4553	1	31	6	24	0.269878489	3.23E-05
4554	1	31	6	25	0.251590889	0.000110876
4555	1	31	6	26	0.431788321	6.58E-12
4556	1	31	7	9	0.132125618	0.044851446
4557	1	31	7	10	0.132531952	0.044191563
4558	1	31	7	11	0.024348228	0.712792624
4559	1	31	7	12	-0.121285339	0.065742302
4560	1	31	7	13	-0.135680585	0.039349088
4561	1	31	7	14	0.089181435	0.176765746
4562	1	31	7	15	0.144297965	0.028326811
4563	1	31	7	16	0.145527566	0.02699322
4564	1	31	7	17	0.025560163	0.699173375
4565	1	31	7	18	0.088587835	0.179675786
4566	1	31	7	19	0.088594901	0.179640936
4567	1	31	7	20	0.022062159	0.738728685
4568	1	31	7	21	-0.159431249	0.015285845
4569	1	31	7	22	-0.152085441	0.020754162
4570	1	31	7	23	0.059886535	0.36489751
4571	1	31	7	24	0.091004637	0.168046017
4572	1	31	7	25	0.091421571	0.166097827
4573	1	31	7	26	0.026178497	0.692261325
4574	1	31	8	9	0.271763348	2.83E-05
4575	1	31	8	10	0.278287661	1.77E-05
4576	1	31	8	11	0.640168219	4.91E-28
4577	1	31	8	12	0.04761516	0.471420002
4578	1	31	8	13	0.02515222	0.7037472
4579	1	31	8	14	-0.715928857	1.36E-37
4580	1	31	8	15	0.272265771	2.73E-05
4581	1	31	8	16	0.279197469	1.66E-05
4582	1	31	8	17	0.646124352	1.09E-28
4583	1	31	8	18	0.203233396	0.00190544
4584	1	31	8	19	0.19267531	0.003280811
4585	1	31	8	20	0.486289971	4.09E-15
4586	1	31	8	21	-0.261830979	5.62E-05
4587	1	31	8	22	-0.254197019	9.35E-05
4588	1	31	8	23	-0.811238804	2.76E-55
4589	1	31	8	24	0.201016671	0.002140493
4590	1	31	8	25	0.190329126	0.003688414
4591	1	31	8	26	0.488575536	2.91E-15
4592	1	32	3	6	0.363938373	7.27E-09
4593	1	32	3	7	0.079816913	0.21988621
4594	1	32	3	8	0.324420636	3.09E-07
4595	1	32	3	9	0.521846019	5.03E-18
4596	1	32	3	10	0.518066764	9.56E-18
4597	1	32	3	11	0.429972558	3.97E-12
4598	1	32	3	12	-0.365336116	6.30E-09
4599	1	32	3	13	-0.407109823	6.46E-11
4600	1	32	3	14	-0.415710875	2.32E-11
4601	1	32	3	15	0.514341887	1.79E-17
4602	1	32	3	16	0.518166159	9.40E-18
4603	1	32	3	17	0.415808042	2.29E-11
4604	1	32	3	18	0.467723652	2.44E-14
4605	1	32	3	19	0.460935346	6.38E-14
4606	1	32	3	20	0.400691023	1.36E-10
4607	1	32	3	21	-0.634168193	3.52E-28
4608	1	32	3	22	-0.636661547	1.87E-28
4609	1	32	3	23	-0.430803379	3.57E-12
4610	1	32	3	24	0.4669325	2.73E-14
4611	1	32	3	25	0.458584622	8.86E-14
4612	1	32	3	26	0.394085462	2.89E-10
4613	1	32	3	27	0.553208379	1.76E-20
4614	1	32	3	28	0.428900466	4.54E-12
4615	1	32	3	29	0.257710578	5.75E-05
4616	1	32	3	30	0.618940624	1.47E-26
4617	1	32	3	31	0.274610561	1.73E-05
4618	1	32	3	32	0.390465519	4.33E-10
4619	1	32	3	33	0.583872435	3.81E-23
4620	1	32	3	34	0.368552484	4.53E-09
4621	1	32	3	35	0.331993954	1.57E-07
4622	1	32	3	36	0.193175903	0.002765011
4623	1	32	3	37	-0.203810275	0.001572709
4624	1	32	3	38	-0.258513631	5.44E-05
4625	1	32	4	6	0.33391615	1.32E-07
4626	1	32	4	7	0.156175007	0.015887861
4627	1	32	4	8	0.270297527	2.37E-05
4628	1	32	4	9	0.469513604	1.88E-14
4629	1	32	4	10	0.474149135	9.61E-15
4630	1	32	4	11	0.340494277	7.16E-08
4631	1	32	4	12	-0.33797862	9.05E-08
4632	1	32	4	13	-0.406660645	6.81E-11
4633	1	32	4	14	-0.216691996	0.000764226
4634	1	32	4	15	0.466896237	2.74E-14
4635	1	32	4	16	0.476372377	6.93E-15
4636	1	32	4	17	0.332672026	1.48E-07
4637	1	32	4	18	0.400656127	1.37E-10
4638	1	32	4	19	0.395080887	2.58E-10
4639	1	32	4	20	0.319121971	4.92E-07
4640	1	32	4	21	-0.518604019	8.73E-18
4641	1	32	4	22	-0.515376394	1.50E-17
4642	1	32	4	23	-0.243774971	0.00014561
4643	1	32	4	24	0.401051357	1.31E-10
4644	1	32	4	25	0.395773508	2.39E-10
4645	1	32	4	26	0.316141987	6.36E-07
4646	1	32	4	27	0.524658416	3.10E-18
4647	1	32	4	28	0.440598184	1.01E-12
4648	1	32	4	29	0.164438468	0.011060029
4649	1	32	4	30	0.547230605	5.42E-20
4650	1	32	4	31	0.346981639	3.87E-08
4651	1	32	4	32	0.266153783	3.19E-05
4652	1	32	4	33	0.472355296	1.25E-14
4653	1	32	4	34	0.372387815	3.04E-09
4654	1	32	4	35	0.19973366	0.001959007
4655	1	32	4	36	0.118246163	0.068606469
4656	1	32	4	37	-0.169353937	0.008848656
4657	1	32	4	38	-0.17929391	0.005537799
4658	1	32	5	6	0.610891972	9.73E-26
4659	1	32	5	7	-0.015629198	0.810438216
4660	1	32	5	8	0.799429356	3.84E-54
4661	1	32	5	9	0.319497444	4.76E-07
4662	1	32	5	10	0.316644394	6.10E-07
4663	1	32	5	11	0.668387853	3.57E-32
4664	1	32	5	12	0.007162265	0.912477806
4665	1	32	5	13	-0.015973648	0.806342095
4666	1	32	5	14	-0.828660964	2.10E-61
4667	1	32	5	15	0.314870877	7.10E-07
4668	1	32	5	16	0.316480815	6.18E-07
4669	1	32	5	17	0.668442676	3.52E-32
4670	1	32	5	18	0.280810339	1.09E-05
4671	1	32	5	19	0.27257612	2.01E-05
4672	1	32	5	20	0.544780509	8.53E-20
4673	1	32	5	21	-0.382615765	1.02E-09
4674	1	32	5	22	-0.374262093	2.50E-09
4675	1	32	5	23	-0.942891263	1.17E-114
4676	1	32	5	24	0.279613583	1.19E-05
4677	1	32	5	25	0.270473216	2.34E-05
4678	1	32	5	26	0.543458505	1.09E-19
4679	1	32	5	27	0.386201488	6.93E-10
4680	1	32	5	28	0.347212941	3.79E-08
4681	1	32	5	29	0.738479296	2.82E-42
4682	1	32	5	30	0.400248049	1.43E-10
4683	1	32	5	31	0.151438071	0.019414771
4684	1	32	5	32	0.779477456	7.66E-50
4685	1	32	5	33	0.409062475	5.13E-11
4686	1	32	5	34	0.359373668	1.15E-08
4687	1	32	5	35	0.768356861	1.23E-47
4688	1	32	5	36	0.381668792	1.13E-09
4689	1	32	5	37	-0.249521272	9.99E-05
4690	1	32	5	38	-0.398316479	1.79E-10
4691	1	32	6	9	0.358720747	1.23E-08
4692	1	32	6	10	0.368943403	4.35E-09
4693	1	32	6	11	0.540565425	1.85E-19
4694	1	32	6	12	-0.107425587	0.098260922
4695	1	32	6	13	-0.147046704	0.023272561
4696	1	32	6	14	-0.542052809	1.41E-19
4697	1	32	6	15	0.36051144	1.03E-08
4698	1	32	6	16	0.370546938	3.69E-09
4699	1	32	6	17	0.541860479	1.46E-19
4700	1	32	6	18	0.261514994	4.42E-05
4701	1	32	6	19	0.241633977	0.000167183
4702	1	32	6	20	0.414328627	2.74E-11
4703	1	32	6	21	-0.323367258	3.39E-07
4704	1	32	6	22	-0.317682937	5.57E-07
4705	1	32	6	23	-0.60762236	2.07E-25
4706	1	32	6	24	0.257826393	5.70E-05
4707	1	32	6	25	0.238482395	0.000204429
4708	1	32	6	26	0.415242314	2.45E-11
4709	1	32	7	9	0.13176622	0.042259902
4710	1	32	7	10	0.13215466	0.041650869
4711	1	32	7	11	0.026407331	0.685243559
4712	1	32	7	12	-0.124107242	0.055882447
4713	1	32	7	13	-0.137871136	0.033508507
4714	1	32	7	14	0.081718166	0.209061196
4715	1	32	7	15	0.143403015	0.026958913
4716	1	32	7	16	0.144578168	0.025718776
4717	1	32	7	17	0.02716782	0.676682013
4718	1	32	7	18	0.087405445	0.178980828
4719	1	32	7	19	0.087412001	0.178948105
4720	1	32	7	20	0.026158205	0.688057026
4721	1	32	7	21	-0.160563191	0.013133844
4722	1	32	7	22	-0.153541778	0.01777228
4723	1	32	7	23	0.057223531	0.379469461
4724	1	32	7	24	0.089716414	0.167717827
4725	1	32	7	25	0.090114688	0.165831403
4726	1	32	7	26	0.030091769	0.644157538
4727	1	32	8	9	0.27046987	2.34E-05
4728	1	32	8	10	0.277445014	1.40E-05
4729	1	32	8	11	0.634102796	3.58E-28
4730	1	32	8	12	0.026760702	0.681260246
4731	1	32	8	13	0.004572562	0.944057531
4732	1	32	8	14	-0.712683085	3.32E-38
4733	1	32	8	15	0.270478334	2.34E-05
4734	1	32	8	16	0.27791714	1.36E-05
4735	1	32	8	17	0.639899976	8.18E-29
4736	1	32	8	18	0.19791436	0.002157853
4737	1	32	8	19	0.18530427	0.004123329
4738	1	32	8	20	0.46934447	1.93E-14
4739	1	32	8	21	-0.269961535	2.43E-05
4740	1	32	8	22	-0.259419583	5.11E-05
4741	1	32	8	23	-0.81041269	1.01E-56
4742	1	32	8	24	0.195418299	0.002460613
4743	1	32	8	25	0.183024522	0.004616162
4744	1	32	8	26	0.471510888	1.41E-14
4745	1	33	3	6	0.354457565	9.40E-09
4746	1	33	3	7	0.078652403	0.21710057
4747	1	33	3	8	0.311139642	5.74E-07
4748	1	33	3	9	0.50555618	1.70E-17
4749	1	33	3	10	0.501097074	3.59E-17
4750	1	33	3	11	0.415578807	8.94E-12
4751	1	33	3	12	-0.339744454	4.08E-08
4752	1	33	3	13	-0.379255635	6.63E-10
4753	1	33	3	14	-0.40583581	2.99E-11
4754	1	33	3	15	0.498423421	5.60E-17
4755	1	33	3	16	0.501497255	3.36E-17
4756	1	33	3	17	0.402002578	4.76E-11
4757	1	33	3	18	0.457256348	3.23E-14
4758	1	33	3	19	0.452235176	6.63E-14
4759	1	33	3	20	0.388438559	2.35E-10
4760	1	33	3	21	-0.624300128	3.35E-28
4761	1	33	3	22	-0.627417682	1.52E-28
4762	1	33	3	23	-0.417563958	6.96E-12
4763	1	33	3	24	0.456905007	3.40E-14
4764	1	33	3	25	0.450005819	9.09E-14
4765	1	33	3	26	0.382059292	4.85E-10
4766	1	33	3	27	0.53516643	8.87E-20
4767	1	33	3	28	0.413249036	1.20E-11
4768	1	33	3	29	0.245765217	9.19E-05
4769	1	33	3	30	0.615990297	2.66E-27
4770	1	33	3	31	0.271494056	1.45E-05
4771	1	33	3	32	0.37336763	1.27E-09
4772	1	33	3	33	0.56146996	5.29E-22
4773	1	33	3	34	0.362254875	4.18E-09
4774	1	33	3	35	0.323380669	1.91E-07
4775	1	33	3	36	0.191642844	0.002438341
4776	1	33	3	37	-0.202114141	0.001374729
4777	1	33	3	38	-0.255254938	4.76E-05
4778	1	33	4	6	0.314983607	4.09E-07
4779	1	33	4	7	0.15562315	0.014153652
4780	1	33	4	8	0.243286223	0.000108733
4781	1	33	4	9	0.461972685	1.63E-14
4782	1	33	4	10	0.466001053	8.99E-15
4783	1	33	4	11	0.338657222	4.53E-08
4784	1	33	4	12	-0.325379164	1.59E-07
4785	1	33	4	13	-0.390841013	1.78E-10
4786	1	33	4	14	-0.204930521	0.001172618
4787	1	33	4	15	0.459647626	2.29E-14
4788	1	33	4	16	0.468432599	6.25E-15
4789	1	33	4	17	0.331080416	9.35E-08
4790	1	33	4	18	0.394561685	1.15E-10
4791	1	33	4	19	0.388409946	2.35E-10
4792	1	33	4	20	0.316984809	3.42E-07
4793	1	33	4	21	-0.509646695	8.48E-18
4794	1	33	4	22	-0.508445889	1.04E-17
4795	1	33	4	23	-0.229767625	0.000263217
4796	1	33	4	24	0.395051429	1.09E-10
4797	1	33	4	25	0.389187256	2.15E-10
4798	1	33	4	26	0.313974206	4.47E-07
4799	1	33	4	27	0.509113486	9.29E-18
4800	1	33	4	28	0.430293508	1.34E-12
4801	1	33	4	29	0.14390005	0.023420758
4802	1	33	4	30	0.539599905	3.86E-20
4803	1	33	4	31	0.343559019	2.81E-08
4804	1	33	4	32	0.240069553	0.000134813
4805	1	33	4	33	0.458280176	2.79E-14
4806	1	33	4	34	0.370161619	1.80E-09
4807	1	33	4	35	0.187995448	0.00295728
4808	1	33	4	36	0.123397464	0.052273841
4809	1	33	4	37	-0.171027828	0.006941006
4810	1	33	4	38	-0.180261857	0.004402392
4811	1	33	5	6	0.61110323	8.77E-27
4812	1	33	5	7	-0.021277644	0.73881305
4813	1	33	5	8	0.80771263	2.24E-58
4814	1	33	5	9	0.281308928	6.83E-06
4815	1	33	5	10	0.278712082	8.37E-06
4816	1	33	5	11	0.627492913	1.49E-28
4817	1	33	5	12	0.048692136	0.445234698
4818	1	33	5	13	0.028471628	0.655455005
4819	1	33	5	14	-0.835057805	8.80E-66
4820	1	33	5	15	0.277146018	9.44E-06
4821	1	33	5	16	0.27881134	8.30E-06
4822	1	33	5	17	0.628167234	1.25E-28
4823	1	33	5	18	0.255900568	4.55E-05
4824	1	33	5	19	0.250817162	6.50E-05
4825	1	33	5	20	0.516946379	2.39E-18
4826	1	33	5	21	-0.358072441	6.47E-09
4827	1	33	5	22	-0.350682874	1.38E-08
4828	1	33	5	23	-0.946735166	4.64E-123
4829	1	33	5	24	0.255158499	4.79E-05
4830	1	33	5	25	0.249284972	7.23E-05
4831	1	33	5	26	0.515860848	2.89E-18
4832	1	33	5	27	0.348064653	1.79E-08
4833	1	33	5	28	0.310974433	5.82E-07
4834	1	33	5	29	0.742947094	8.80E-45
4835	1	33	5	30	0.389585941	2.06E-10
4836	1	33	5	31	0.141939893	0.025397114
4837	1	33	5	32	0.785266946	3.92E-53
4838	1	33	5	33	0.361505005	4.53E-09
4839	1	33	5	34	0.33876877	4.49E-08
4840	1	33	5	35	0.770021843	6.41E-50
4841	1	33	5	36	0.375035835	1.06E-09
4842	1	33	5	37	-0.249357433	7.19E-05
4843	1	33	5	38	-0.393731694	1.27E-10
4844	1	33	6	9	0.336148688	5.77E-08
4845	1	33	6	10	0.34654099	2.09E-08
4846	1	33	6	11	0.519284387	1.58E-18
4847	1	33	6	12	-0.085028529	0.181979767
4848	1	33	6	13	-0.122407083	0.054207385
4849	1	33	6	14	-0.54830412	7.27E-21
4850	1	33	6	15	0.338099156	4.79E-08
4851	1	33	6	16	0.348280619	1.76E-08
4852	1	33	6	17	0.520654428	1.24E-18
4853	1	33	6	18	0.247750866	8.03E-05
4854	1	33	6	19	0.230304961	0.000254374
4855	1	33	6	20	0.40155016	5.02E-11
4856	1	33	6	21	-0.305545594	9.33E-07
4857	1	33	6	22	-0.300490416	1.44E-06
4858	1	33	6	23	-0.607988132	1.85E-26
4859	1	33	6	24	0.24439563	0.000100895
4860	1	33	6	25	0.227724456	0.000299523
4861	1	33	6	26	0.402436512	4.51E-11
4862	1	33	7	9	0.131162344	0.039014248
4863	1	33	7	10	0.131527402	0.038468109
4864	1	33	7	11	0.028839606	0.651293387
4865	1	33	7	12	-0.127596005	0.044702304
4866	1	33	7	13	-0.140524992	0.026911358
4867	1	33	7	14	0.086323726	0.175388784
4868	1	33	7	15	0.142099314	0.025231184
4869	1	33	7	16	0.143203356	0.024107456
4870	1	33	7	17	0.029186929	0.647375247
4871	1	33	7	18	0.085794613	0.178059617
4872	1	33	7	19	0.085800525	0.17802961
4873	1	33	7	20	0.02824694	0.658001341
4874	1	33	7	21	-0.161844977	0.010688771
4875	1	33	7	22	-0.155247324	0.014391413
4876	1	33	7	23	0.061102188	0.337925301
4877	1	33	7	24	0.087967227	0.167282287
4878	1	33	7	25	0.088341153	0.165477617
4879	1	33	7	26	0.031941862	0.61664743
4880	1	33	8	9	0.234253854	0.000197399
4881	1	33	8	10	0.241185088	0.000125168
4882	1	33	8	11	0.595724735	3.26E-25
4883	1	33	8	12	0.062333143	0.328264718
4884	1	33	8	13	0.044055304	0.489808152
4885	1	33	8	14	-0.726337512	6.13E-42
4886	1	33	8	15	0.23448123	0.000194513
4887	1	33	8	16	0.241923438	0.000119145
4888	1	33	8	17	0.601842378	7.92E-26
4889	1	33	8	18	0.175541356	0.005570974
4890	1	33	8	19	0.16611478	0.008767303
4891	1	33	8	20	0.445751138	1.65E-13
4892	1	33	8	21	-0.243736654	0.000105484
4893	1	33	8	22	-0.234285274	0.000196998
4894	1	33	8	23	-0.819878155	1.63E-61
4895	1	33	8	24	0.173547893	0.006142973
4896	1	33	8	25	0.164668672	0.00938062
4897	1	33	8	26	0.447887641	1.22E-13
4898	1	34	3	6	0.347423701	1.05E-08
4899	1	34	3	7	0.077641225	0.214794433
4900	1	34	3	8	0.302821774	7.51E-07
4901	1	34	3	9	0.499810034	1.20E-17
4902	1	34	3	10	0.496224123	2.21E-17
4903	1	34	3	11	0.415022519	4.03E-12
4904	1	34	3	12	-0.316648321	2.15E-07
4905	1	34	3	13	-0.35484572	4.84E-09
4906	1	34	3	14	-0.396590451	4.13E-11
4907	1	34	3	15	0.492828249	3.93E-17
4908	1	34	3	16	0.496597118	2.08E-17
4909	1	34	3	17	0.400789289	2.46E-11
4910	1	34	3	18	0.445363505	6.33E-14
4911	1	34	3	19	0.440584296	1.25E-13
4912	1	34	3	20	0.375178322	5.18E-10
4913	1	34	3	21	-0.622644014	5.50E-29
4914	1	34	3	22	-0.626661066	1.92E-29
4915	1	34	3	23	-0.406440469	1.21E-11
4916	1	34	3	24	0.445442067	6.25E-14
4917	1	34	3	25	0.43860042	1.66E-13
4918	1	34	3	26	0.368790001	1.06E-09
4919	1	34	3	27	0.531728591	3.69E-20
4920	1	34	3	28	0.409041002	8.70E-12
4921	1	34	3	29	0.237457714	0.000121394
4922	1	34	3	30	0.610731232	1.15E-27
4923	1	34	3	31	0.26872511	1.26E-05
4924	1	34	3	32	0.365230371	1.58E-09
4925	1	34	3	33	0.545913882	2.31E-21
4926	1	34	3	34	0.355806053	4.37E-09
